fund_code,trade_time,trade_date,open,high,low,close,volume,amount,change,change_pct
159151,2026-01-14 00:00:00,2026-01-14,0.999,1.007,0.991,0.999,120791251,121211015.0,,
159151,2026-01-15 00:00:00,2026-01-15,0.999,1.007,0.994,0.995,15914499,15952070.0,-0.004,-0.4
159151,2026-01-16 00:00:00,2026-01-16,0.998,1.0,0.987,0.989,7347567,7291658.5,-0.006,-0.603
159151,2026-01-19 00:00:00,2026-01-19,0.993,1.007,0.99,1.004,20624055,20658280.0,0.015,1.517
159151,2026-01-20 00:00:00,2026-01-20,1.006,1.008,1.002,1.008,21224213,21349834.0,0.004,0.398
159151,2026-01-21 00:00:00,2026-01-21,1.008,1.01,0.998,1.0,9182850,9217584.4,-0.008,-0.794
159151,2026-01-22 00:00:00,2026-01-22,1.001,1.008,1.0,1.005,7354487,7381501.8,0.005,0.5
159151,2026-01-23 00:00:00,2026-01-23,1.005,1.01,1.0,1.007,17347117,17491438.0,0.002,0.199
159151,2026-01-26 00:00:00,2026-01-26,1.007,1.008,0.994,1.003,9274147,9266661.6,-0.004,-0.397
159151,2026-01-27 00:00:00,2026-01-27,1.001,1.001,0.983,0.989,7133704,7049441.2,-0.014,-1.396
159151,2026-01-28 00:00:00,2026-01-28,0.989,0.996,0.986,0.996,9776275,9695872.6,0.007,0.708
159151,2026-01-29 00:00:00,2026-01-29,0.996,1.006,0.989,1.006,27449830,27358616.0,0.01,1.004
159151,2026-01-30 00:00:00,2026-01-30,1.006,1.006,0.986,0.993,14704470,14623833.0,-0.013,-1.292
159151,2026-02-02 00:00:00,2026-02-02,0.985,0.995,0.973,0.975,13181001,12959186.9,-0.018,-1.813
159151,2026-02-03 00:00:00,2026-02-03,0.986,0.986,0.971,0.983,12201404,11945265.7,0.008,0.821
159151,2026-02-04 00:00:00,2026-02-04,0.983,0.991,0.973,0.991,7596685,7497899.1,0.008,0.814
159151,2026-02-05 00:00:00,2026-02-05,0.986,1.008,0.986,1.004,11852012,11880780.0,0.013,1.312
159151,2026-02-06 00:00:00,2026-02-06,1.007,1.007,0.996,0.999,11312062,11298477.8,-0.005,-0.498
159151,2026-02-09 00:00:00,2026-02-09,0.999,1.005,0.997,1.002,6588068,6583662.7,0.003,0.3
