stock_code,trade_time,trade_date,open,close,high,low,volume,amount,change_pct,change,turnover_ratio,pre_close
002081,2025-01-02 00:00:00,2025-01-02,3.47,3.39,3.52,3.36,22470100,79551953.5,-2.31,-0.08,0.85,3.47
002081,2025-01-03 00:00:00,2025-01-03,3.4,3.3,3.42,3.28,23188000,79937376.17,-2.65,-0.09,0.88,3.39
002081,2025-01-06 00:00:00,2025-01-06,3.3,3.33,3.35,3.26,17234300,58795315.12,0.91,0.03,0.65,3.3
002081,2025-01-07 00:00:00,2025-01-07,3.32,3.32,3.35,3.28,14173100,48300114.2,-0.3,-0.01,0.54,3.33
002081,2025-01-08 00:00:00,2025-01-08,3.32,3.25,3.33,3.17,28294000,94635430.0,-2.11,-0.07,1.07,3.32
002081,2025-01-09 00:00:00,2025-01-09,3.23,3.21,3.24,3.2,15632600,51903709.0,-1.23,-0.04,0.59,3.25
002081,2025-01-10 00:00:00,2025-01-10,3.22,3.14,3.23,3.14,14857800,48831945.0,-2.18,-0.07,0.56,3.21
002081,2025-01-13 00:00:00,2025-01-13,3.13,3.16,3.17,3.1,15004500,48575322.25,0.64,0.02,0.57,3.14
002081,2025-01-14 00:00:00,2025-01-14,3.14,3.26,3.26,3.14,20575800,68089923.81,3.16,0.1,0.78,3.16
002081,2025-01-15 00:00:00,2025-01-15,3.24,3.24,3.26,3.2,17550900,58454246.76,-0.61,-0.02,0.66,3.26
002081,2025-01-16 00:00:00,2025-01-16,3.25,3.27,3.34,3.24,19168900,64921358.96,0.93,0.03,0.73,3.24
002081,2025-01-17 00:00:00,2025-01-17,3.26,3.27,3.28,3.21,12714500,42596865.64,0.0,0.0,0.48,3.27
002081,2025-01-20 00:00:00,2025-01-20,3.28,3.27,3.31,3.23,10902400,36811020.5,0.0,0.0,0.41,3.27
002081,2025-01-21 00:00:00,2025-01-21,3.29,3.26,3.32,3.24,14322400,48331190.79,-0.31,-0.01,0.54,3.27
002081,2025-01-22 00:00:00,2025-01-22,3.25,3.23,3.25,3.2,11171500,37137781.5,-0.92,-0.03,0.42,3.26
002081,2025-01-23 00:00:00,2025-01-23,3.25,3.25,3.31,3.25,14794800,50088316.53,0.62,0.02,0.56,3.23
002081,2025-01-24 00:00:00,2025-01-24,3.25,3.29,3.3,3.22,15638400,52661243.91,1.23,0.04,0.59,3.25
