stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002345,2010-01-08,90000000,90000000,0,上市前股本
002345,2010-01-18,120000000,96000000,24000000,首发A股上市
002345,2010-04-28,120000000,90000000,30000000,网下配售股份上市
002345,2010-05-21,180000000,135000000,45000000,"送股上市,转增股上市"
002345,2010-06-30,180000000,135000000,45000000,定期报告
002345,2010-12-31,180000000,135010000,44990000,定期报告
002345,2011-01-28,180000000,63420760,116579240,首发限售股份上市
002345,2011-06-30,180000000,63418260,116581740,定期报告
002345,2011-12-31,180000000,63478260,116521740,定期报告
002345,2012-06-30,180000000,63538260,116461740,定期报告
002345,2012-12-31,180000000,63540760,116459240,高管股份变动
002345,2013-01-28,180000000,130000,179870000,首发限售股份上市
002345,2013-05-15,180000000,875064,179124936,高管股份变动
002345,2013-05-22,360000000,1750128,358249872,转增股上市
002345,2013-09-09,422555600,64305728,358249872,增发A股上市
002345,2014-06-30,422555600,62795600,359760000,高管股份变动
002345,2014-09-12,422555600,6495600,416060000,网下配售股份上市
002345,2014-09-26,845111200,12991200,832120000,转增股上市
002345,2016-06-30,845111200,15312150,829799050,高管股份变动
002345,2016-09-12,845111200,12184350,832926850,网下配售股份上市
002345,2016-12-31,845111200,15184605,829926595,高管股份变动
002345,2017-07-19,905412707,75486112,829926595,增发A股上市
002345,2018-06-30,905412707,74954699,830458008,高管股份变动
002345,2018-07-20,905412707,26713492,878699215,网下配售股份上市
002345,2020-07-20,905412707,19175804,886236903,网下配售股份上市
002345,2020-12-31,905412707,20683342,884729365,高管股份变动
002345,2022-03-07,888512707,20683342,867829365,回购
002345,2022-12-31,888512707,20833342,867679365,高管股份变动
002345,2023-12-31,888512707,21170842,867341865,高管股份变动
002345,2024-06-30,888512707,21433342,867079365,高管股份变动
002345,2024-12-31,888512707,21508342,867004365,高管股份变动
002345,2025-06-30,888512707,21222492,867290215,高管股份变动
002345,2025-12-31,888512707,21283342,867229365,高管股份变动
