stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002518,2010-11-16,86000000,86000000,0,上市前股本
002518,2010-11-24,115000000,91740000,23260000,首发A股上市
002518,2010-12-31,115000000,91740000,23260000,定期报告
002518,2011-03-07,115000000,86000000,29000000,网下配售股份上市
002518,2012-05-14,207000000,154800000,52200000,转增股上市
002518,2013-10-18,212305000,160105000,52200000,限制性股票
002518,2013-12-09,212305000,15509311,196795689,首发限售股份上市
002518,2014-04-02,212305000,15007036,197297964,高管股份变动
002518,2014-04-10,297227000,21009850,276217150,转增股上市
002518,2014-09-09,297176600,20959450,276217150,回购
002518,2014-10-20,297176600,18553130,278623470,股权激励限售流通股上市
002518,2014-12-31,297176600,18706970,278469630,高管股份变动
002518,2015-06-30,297176600,17239513,279937087,高管股份变动
002518,2015-09-16,296934680,16997593,279937087,回购
002518,2015-10-19,296934680,14905573,282029107,股权激励限售流通股上市
002518,2015-12-31,296934680,15498118,281436562,高管股份变动
002518,2016-04-22,296934680,14919411,282015269,高管股份变动
002518,2016-04-28,445402020,22379117,423022903,转增股上市
002518,2016-06-30,445402020,22379116,423022904,高管股份变动
002518,2016-09-13,445321380,22298476,423022904,回购
002518,2016-10-19,445321380,19853446,425467934,股权激励限售流通股上市
002518,2016-12-31,445321380,20159324,425162056,高管股份变动
002518,2017-04-20,445321380,20310661,425010719,高管股份变动
002518,2017-04-27,578917794,26403859,552513935,转增股上市
002518,2017-06-30,578917794,26139292,552778502,高管股份变动
002518,2017-09-05,589078794,36300292,552778502,限制性股票
002518,2017-12-31,589078794,35441560,553637234,高管股份变动
002518,2018-04-04,589078794,33791560,555287234,高管股份变动
002518,2018-06-30,589078794,35199099,553879695,高管股份变动
002518,2018-07-09,588551794,34672099,553879695,回购
002518,2018-08-31,588551794,34644599,553907195,高管股份变动
002518,2018-09-10,588551794,34737649,553814145,高管股份变动
002518,2018-09-11,588004794,34190649,553814145,回购
002518,2018-09-19,588004794,31073049,556931745,股权激励限售流通股上市
002518,2018-11-13,588004794,30053768,557951026,高管股份变动
002518,2018-11-14,582445394,24494368,557951026,回购
002518,2018-12-31,582445394,22822263,559623131,高管股份变动
002518,2019-06-30,582445394,22987263,559458131,高管股份变动
002518,2019-10-22,582445394,24281751,558163643,高管股份变动
002518,2019-12-31,582445394,24731163,557714231,高管股份变动
002518,2020-06-30,582445394,17088580,565356814,高管股份变动
002518,2023-06-27,582445394,17085430,565359964,高管股份变动
002518,2023-06-28,586974094,21614130,565359964,限制性股票
002518,2023-06-29,586974094,21834430,565139664,限制性股票
002518,2024-01-15,586974094,21776180,565197914,高管股份变动
002518,2024-01-16,586876094,21678180,565197914,回购
002518,2024-05-28,586803094,21605180,565197914,回购
002518,2024-08-22,582225094,17027180,565197914,回购
002518,2025-01-02,582225094,17084680,565140414,高管股份变动
002518,2025-12-31,582225094,17088641,565136453,高管股份变动
