stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002838,2012-05-17,57000000,57000000,0.0,上市前股本
002838,2014-10-31,63000000,63000000,,上市前股本
002838,2016-12-26,84000000,63000000,21000000.0,首发A股上市
002838,2017-06-28,126000000,94500000,31500000.0,转增股上市
002838,2018-01-08,126000000,88346322,37653678.0,首发限售股份上市
002838,2018-04-26,252000000,176692644,75307356.0,转增股上市
002838,2018-12-31,252000000,177302619,74697381.0,高管股份变动
002838,2019-06-01,252000000,177302618,74697382.0,高管股份变动
002838,2019-06-10,403200000,283684189,119515811.0,转增股上市
002838,2019-06-30,403200000,283684188,119515812.0,股份性质变更
002838,2019-12-25,407027500,287511688,119515812.0,限制性股票
002838,2019-12-31,407027500,287861010,119166490.0,高管股份变动
002838,2020-01-06,407027500,71243972,335783528.0,首发限售股份上市
002838,2020-06-30,407027500,71206472,335821028.0,高管股份变动
002838,2020-12-25,407027500,70061222,336966278.0,股权激励限售流通股上市
002838,2020-12-31,407975026,70127472,337847554.0,"期权行权,高管股份变动"
002838,2021-01-06,407989726,60481744,347507982.0,"自主行权,高管股份变动"
002838,2021-01-26,407979726,60471744,347507982.0,回购
002838,2021-03-31,407989996,60471744,347518252.0,"高管股份变动,债转股上市"
002838,2021-05-17,407990520,60471744,347518776.0,债转股上市
002838,2021-06-30,407990695,60473694,347517001.0,"债转股上市,高管股份变动"
002838,2021-09-30,408165546,60615069,347550477.0,"债转股上市,期权行权,高管股份变动"
002838,2021-11-18,408165546,60595381,347570165.0,高管股份变动
002838,2021-11-19,408050746,60480581,347570165.0,回购
002838,2021-12-21,408050815,60480581,347570234.0,债转股上市
002838,2021-12-27,408050815,59019181,349031634.0,股权激励限售流通股上市
002838,2021-12-31,409245015,59381431,349863584.0,"债转股上市,高管股份变动"
002838,2022-03-17,409393049,59381431,350011618.0,债转股上市
002838,2022-03-31,409446449,58725500,350720949.0,"债转股上市,高管股份变动"
002838,2022-04-22,409450449,58725500,350724949.0,债转股上市
002838,2022-04-29,409451386,58725500,350725886.0,债转股上市
002838,2022-05-24,409470786,58725500,350745286.0,自主行权
002838,2022-06-30,409491861,58725500,350766361.0,债转股上市
002838,2022-07-01,409492278,58725500,350766778.0,债转股上市
002838,2022-07-08,446907406,96140628,350766778.0,增发A股上市
002838,2022-07-14,446909458,96140628,350768830.0,债转股上市
002838,2022-08-04,446909600,96140628,350768972.0,债转股上市
002838,2022-08-09,446909814,96140628,350769186.0,债转股上市
002838,2022-09-30,446972760,96140628,350832132.0,"债转股上市,自主行权"
002838,2022-11-30,446974862,96140628,350834234.0,"债转股上市,自主行权"
002838,2022-12-22,446974933,96140628,350834305.0,"债转股上市,自主行权"
002838,2022-12-26,446974933,95062578,351912355.0,股权激励限售流通股上市
002838,2022-12-30,447597545,95246703,352350842.0,"债转股上市,高管股份变动,自主行权"
002838,2023-01-16,447710420,95222364,352488056.0,"债转股上市,高管股份变动,自主行权"
002838,2023-01-20,447710420,60232067,387478353.0,网下配售股份上市
002838,2023-03-22,447784736,60232067,387552669.0,"债转股上市,自主行权"
002838,2023-03-23,447766771,60214067,387552704.0,"债转股上市,回购,期权行权"
002838,2023-03-31,447811056,60214067,387596989.0,债转股上市
002838,2023-06-10,447820220,60214067,387606153.0,债转股上市
002838,2023-06-30,447825492,60214067,387611425.0,"债转股上市,自主行权"
002838,2023-09-15,447934939,60260192,387674747.0,"债转股上市,高管股份变动,自主行权"
002838,2023-09-28,447985689,60296192,387689497.0,"债转股上市,高管股份变动,自主行权"
002838,2023-12-29,448028517,60215298,387813219.0,"债转股上市,高管股份变动,自主行权"
002838,2024-01-12,448028517,60201704,387826813.0,高管股份变动
002838,2024-01-22,448028517,57776873,390251644.0,网下配售股份上市
002838,2024-02-03,448028660,57776873,390251787.0,债转股上市
002838,2024-03-19,448029877,57776873,390253004.0,债转股上市
002838,2024-03-29,448030916,57790467,390240449.0,"债转股上市,高管股份变动"
002838,2024-06-04,448031094,57790467,390240627.0,债转股上市
002838,2024-06-19,448031237,57790467,390240770.0,债转股上市
002838,2024-07-27,448031272,57790467,390240805.0,债转股上市
002838,2024-08-24,448031342,57790467,390240875.0,债转股上市
002838,2024-09-30,448031556,57776873,390254683.0,"债转股上市,高管股份变动"
002838,2024-12-31,448047064,57776873,390270191.0,债转股上市
002838,2025-03-31,455005006,57766678,397238328.0,"债转股上市,高管股份变动"
002838,2025-04-16,463438359,57766678,405671681.0,债转股上市
002838,2025-04-21,469579417,57766678,411812739.0,债转股上市
002838,2025-04-26,471338847,57766678,413572169.0,债转股上市
002838,2025-04-30,472262256,57766678,414495578.0,债转股上市
002838,2025-05-07,477769067,57766678,420002389.0,债转股上市
002838,2025-05-12,478398402,57766678,420631724.0,"债转股上市,股份性质变更"
