stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002374,2010-02-26,40000000,40000000.0,0,上市前股本
002374,2010-03-08,53500000,42700000.0,10800000,首发A股上市
002374,2010-06-18,53500000,40000000.0,13500000,网下配售股份上市
002374,2011-03-18,53500000,33750000.0,19750000,首发限售股份上市
002374,2011-05-10,85600000,54000000.0,31600000,转增股上市
002374,2011-05-18,85600000,46800000.0,38800000,首发限售股份上市
002374,2012-11-02,106338461,67538461.0,38800000,增发A股上市
002374,2013-03-18,106338461,49538461.0,56800000,首发限售股份上市
002374,2013-05-21,106338461,49345411.0,56993050,股份性质变更
002374,2013-05-29,191409229,88821739.0,102587490,转增股上市
002374,2013-11-08,191409229,51492510.0,139916719,网下配售股份上市
002374,2013-12-31,191409229,66702720.0,124706509,高管股份变动
002374,2014-06-30,191409229,41014380.0,150394849,高管股份变动
002374,2014-12-16,329653221,179258372.0,150394849,增发A股上市
002374,2014-12-31,329653221,174938372.0,154714849,高管股份变动
002374,2015-06-30,329653221,144930032.0,184723189,高管股份变动
002374,2015-12-25,329653221,101905803.0,227747418,网下配售股份上市
002374,2015-12-31,329653221,102059028.0,227594193,高管股份变动
002374,2016-01-29,351623221,124029028.0,227594193,增发A股上市
002374,2016-04-08,351623221,122877722.0,228745499,高管股份变动
002374,2016-04-18,773571086,270330988.0,503240098,转增股上市
002374,2016-11-01,877427468,374187370.0,503240098,增发A股上市
002374,2016-12-21,877427468,374969580.0,502457888,股份性质变更
002374,2016-12-26,877427468,367235646.0,510191822,网下配售股份上市
002374,2017-06-30,877427468,365371224.0,512056244,股份性质变更
002374,2017-11-02,877427468,261514842.0,615912626,网下配售股份上市
002374,2017-12-25,877427468,61056369.0,816371099,网下配售股份上市
002374,2017-12-31,877427468,153559423.0,723868045,股份性质变更
002374,2018-06-30,877427468,142357503.0,735069965,高管股份变动
002374,2018-12-31,877427468,142390407.0,735037061,高管股份变动
002374,2019-01-29,877427468,124484815.0,752942653,高管股份变动
002374,2019-02-01,877427468,76150815.0,801276653,网下配售股份上市
002374,2019-06-30,877427468,86597610.0,790829858,高管股份变动
002374,2019-12-31,877427468,71210133.0,806217335,高管股份变动
002374,2020-06-30,877427468,22629803.0,854797665,高管股份变动
002374,2020-10-29,1087953783,233156118.0,854797665,增发A股上市
002374,2020-12-31,1087953783,233150618.0,854803165,高管股份变动
002374,2021-05-12,1087953783,232486118.0,855467665,高管股份变动
002374,2021-05-18,1087953783,109679101.0,978274682,网下配售股份上市
002374,2021-12-28,1087953783,109691551.0,978262232,高管股份变动
002374,2022-05-10,1087953783,109189688.0,978764095,高管股份变动
002374,2022-05-13,1087953783,21470390.0,1066483393,网下配售股份上市
002374,2022-12-31,1087953783,21590110.0,1066363673,高管股份变动
002374,2023-06-30,1087953783,,1087953783,高管股份变动
002374,2024-11-01,1085209283,,1085209283,回购
