stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002115,2007-01-24,60000000,60000000,0,上市前股本
002115,2007-02-01,80000000,64000000,16000000,首发A股上市
002115,2007-05-15,80000000,60000000,20000000,网下配售股份上市
002115,2008-02-15,80000000,43477500,36522500,首发限售股份上市
002115,2008-04-29,120000000,64316250,55683750,转增股上市
002115,2009-06-30,120000000,64020937,55979063,定期报告
002115,2009-09-18,134100000,64020937,70079063,增发A股上市
002115,2010-02-10,134100000,63799453,70300547,股份性质变更
002115,2010-02-22,134100000,31511953,102588047,首发限售股份上市
002115,2010-06-07,214560000,50419125,164140875,转增股上市
002115,2010-06-30,214560000,54355125,160204875,定期报告
002115,2010-12-31,214560000,54356125,160203875,定期报告
002115,2011-06-30,214560000,47810886,166749114,定期报告
002115,2011-12-08,228160000,61329711,166830289,增发A股上市
002115,2012-05-14,228160000,61314711,166845289,股份性质变更
002115,2012-05-18,342240000,91972067,250267933,转增股上市
002115,2012-06-30,342240000,91972066,250267934,定期报告
002115,2012-12-05,342240000,87980566,254259434,股份性质变更
002115,2012-12-10,342240000,67580566,274659434,网下配售股份上市
002115,2013-05-28,342240000,67182691,275057309,高管股份变动
002115,2013-06-03,410688000,80619229,330068771,转增股上市
002115,2013-12-31,410688000,80896159,329791841,股份性质变更
002115,2014-06-30,410688000,71811919,338876081,高管股份变动
002115,2015-06-30,410688000,69249679,341438321,高管股份变动
002115,2015-12-31,410688000,69939079,340748921,高管股份变动
002115,2016-06-30,410688000,67634839,343053161,高管股份变动
002115,2016-09-14,416259000,73205839,343053161,限制性股票
002115,2016-12-31,416259000,73552496,342706504,高管股份变动
002115,2017-06-30,416259000,72809183,343449817,高管股份变动
002115,2017-08-28,416094000,72644183,343449817,回购
002115,2017-09-18,416094000,71134203,344959797,股权激励限售流通股上市
002115,2017-12-01,509392331,164432534,344959797,增发A股上市
002115,2017-12-31,509392331,164482534,344909797,高管股份变动
002115,2018-01-05,514912331,170002534,344909797,限制性股票
002115,2018-03-05,553925798,209021001,344904797,"增发A股上市,高管股份变动"
002115,2018-06-30,553925798,208680813,345244985,高管股份变动
002115,2018-09-13,553925798,208322688,345603110,高管股份变动
002115,2018-09-17,553925798,206644348,347281450,股权激励限售流通股上市
002115,2018-10-15,553925798,206859348,347066450,高管股份变动
002115,2018-10-16,553559398,206492948,347066450,回购
002115,2018-12-28,553559398,188035186,365524212,网下配售股份上市
002115,2018-12-31,553559398,188092904,365466494,高管股份变动
002115,2019-01-11,553559398,187428760,366130638,高管股份变动
002115,2019-01-14,553559398,185837710,367721688,股权激励限售流通股上市
002115,2019-03-28,553559398,186174960,367384438,高管股份变动
002115,2019-04-01,553559398,147161493,406397905,网下配售股份上市
002115,2019-06-19,553559398,141207498,412351900,高管股份变动
002115,2019-06-21,553559398,139487884,414071514,网下配售股份上市
002115,2019-06-25,553559398,145441879,408117519,高管股份变动
002115,2019-07-01,719627217,189074442,530552775,转增股上市
002115,2019-09-27,719627217,187289451,532337766,股权激励限售流通股上市
002115,2019-11-27,719627217,187850888,531776329,高管股份变动
002115,2019-11-28,719190079,187413750,531776329,回购
002115,2019-12-27,719190079,187788912,531401167,高管股份变动
002115,2019-12-30,719190079,187338717,531851362,网下配售股份上市
002115,2019-12-31,719190079,187788912,531401167,高管股份变动
002115,2020-01-21,719190079,190027965,529162114,高管股份变动
002115,2020-01-22,719190079,187512205,531677874,股权激励限售流通股上市
002115,2020-06-11,719190079,187406679,531783400,高管股份变动
002115,2020-06-16,719190079,182935682,536254397,网下配售股份上市
002115,2020-06-30,719190079,182560520,536629559,高管股份变动
002115,2020-08-06,719190079,170161534,549028545,高管股份变动
002115,2020-08-07,716962919,167934374,549028545,回购
002115,2020-12-28,716962919,77798325,639164594,网下配售股份上市
002115,2020-12-31,716962919,139885478,577077441,高管股份变动
002115,2021-06-30,716962919,139808753,577154166,高管股份变动
002115,2021-12-10,818658565,241504399,577154166,增发A股上市
002115,2021-12-31,818658565,241511899,577146666,高管股份变动
002115,2022-02-14,818658565,225276991,593381574,高管股份变动
002115,2022-02-15,817351255,223969681,593381574,回购
002115,2022-06-09,817351255,225276991,592074264,高管股份变动
002115,2022-06-13,817351255,123581345,693769910,网下配售股份上市
002115,2022-06-29,817351255,123581885,693769370,高管股份变动
002115,2022-06-30,810991332,117221962,693769370,回购
002115,2022-12-31,810991332,107170457,703820875,高管股份变动
002115,2023-06-30,810991332,58829800,752161532,高管股份变动
002115,2023-11-23,810991332,58795800,752195532,高管股份变动
