stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002790,2014-05-12,120000000,120000000,,上市前股本
002790,2016-02-25,160000000,120000000,40000000.0,首发A股上市
002790,2018-05-25,256000000,192000000,64000000.0,转增股上市
002790,2019-03-12,256000000,97920000,158080000.0,首发限售股份上市
002790,2019-05-30,409600000,156672000,252928000.0,转增股上市
002790,2020-03-13,418473000,165545000,252928000.0,限制性股票
002790,2021-01-29,418329000,165401000,252928000.0,回购
002790,2021-05-11,418329000,162818600,255510400.0,股权激励限售流通股上市
002790,2022-02-17,418011500,162501100,255510400.0,回购
002790,2022-05-12,418011500,162496100,255515400.0,高管股份变动
002790,2022-05-13,418011500,160178950,257832550.0,股权激励限售流通股上市
002790,2023-02-07,417899500,160066950,257832550.0,回购
002790,2023-04-28,417899500,160062887,257836613.0,高管股份变动
002790,2023-05-05,417899500,157090887,260808613.0,股权激励限售流通股上市
002790,2023-06-30,417899500,157214187,260685313.0,"其他变动原因,高管股份变动"
002790,2023-07-21,417872300,157186987,260685313.0,回购
002790,2024-12-31,417872300,157174800,260697500.0,高管股份变动
