stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002847,2015-02-13,93000000,93000000,,上市前股本
002847,2017-01-19,124000000,93000000,31000000.0,首发A股上市
002847,2018-02-08,124000000,88699422,35300578.0,首发限售股份上市
002847,2018-06-30,124000000,87931462,36068538.0,高管股份变动
002847,2019-06-26,128400000,92331462,36068538.0,限制性股票
002847,2020-02-11,128400000,20008794,108391206.0,首发限售股份上市
002847,2020-05-19,128400000,18396077,110003923.0,高管股份变动
002847,2020-05-20,129500000,19496077,110003923.0,限制性股票
002847,2020-07-10,129500000,18332077,111167923.0,股权激励限售流通股上市
002847,2020-10-27,129500000,19926794,109573206.0,高管股份变动
002847,2021-01-25,129500000,19926994,109573006.0,高管股份变动
002847,2021-01-26,129360000,19786994,109573006.0,回购
002847,2021-06-16,129360000,13205427,116154573.0,高管股份变动
002847,2021-06-17,129360000,15442128,113917872.0,限制性股票
002847,2021-06-30,129360000,17032958,112327042.0,高管股份变动
002847,2021-07-08,129360000,16064958,113295042.0,股权激励限售流通股上市
002847,2021-12-31,129360000,16346275,113013725.0,高管股份变动
002847,2022-05-30,129360000,15736385,113623615.0,高管股份变动
002847,2022-06-06,129360000,15386385,113973615.0,股权激励限售流通股上市
002847,2022-07-05,129360000,14724135,114635865.0,股权激励限售流通股上市
002847,2022-07-13,129360000,14707240,114652760.0,高管股份变动
002847,2022-07-14,128688990,14036230,114652760.0,回购
002847,2022-12-31,128688990,13824872,114864118.0,高管股份变动
002847,2023-03-08,128688990,13362069,115326921.0,高管股份变动
002847,2023-03-09,128604990,13278069,115326921.0,回购
002847,2023-05-11,128604990,13328714,115276276.0,高管股份变动
002847,2023-05-18,192907485,19993071,172914414.0,转增股上市
002847,2023-06-19,192907485,19993069,172914416.0,高管股份变动
002847,2023-06-20,196192485,23278069,172914416.0,限制性股票
002847,2023-07-05,196192485,22681054,173511431.0,股权激励限售流通股上市
002847,2023-09-18,196192485,22578679,173613806.0,高管股份变动
002847,2023-09-19,196060485,22446679,173613806.0,回购
002847,2023-12-05,196060485,22213211,173847274.0,高管股份变动
002847,2023-12-06,196060485,23613211,172447274.0,限制性股票
002847,2023-12-31,196060485,23615836,172444649.0,高管股份变动
002847,2024-02-20,196060485,23451809,172608676.0,高管股份变动
002847,2024-05-16,196060485,22103286,173957199.0,高管股份变动
002847,2024-05-17,195992985,22035786,173957199.0,回购
002847,2024-05-24,274389759,30850099,243539660.0,转增股上市
002847,2024-06-28,274389759,29672595,244717164.0,股权激励限售流通股上市
002847,2024-06-30,274389759,29684220,244705539.0,高管股份变动
002847,2024-07-08,274389759,28653120,245736639.0,股权激励限售流通股上市
002847,2024-07-11,274389759,28590120,245799639.0,高管股份变动
002847,2024-10-14,272819859,28590120,244229739.0,回购
002847,2024-12-20,272819859,28090845,244729014.0,股权激励限售流通股上市
002847,2025-05-20,272819859,28090846,244729013.0,高管股份变动
002847,2025-05-21,272779679,28050666,244729013.0,回购
002847,2025-06-30,272779679,27058416,245721263.0,股权激励限售流通股上市
002847,2025-11-27,272709679,26988416,245721263.0,回购
002847,2025-12-30,272709679,26573036,246136643.0,股权激励限售流通股上市
002847,2026-01-13,272709679,25816811,246892868.0,高管股份变动
002847,2026-02-26,272709679,25869967,246839712.0,高管股份变动
002847,2026-02-27,272709679,28868967,243840712.0,限制性股票
