stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002319,2009-11-23,75000000,75000000.0,0,上市前股本
002319,2009-12-01,100000000,80000000.0,20000000,首发A股上市
002319,2010-03-11,100000000,75000000.0,25000000,网下配售股份上市
002319,2010-12-13,100000000,45375000.0,54625000,首发限售股份上市
002319,2011-06-30,100000000,45296250.0,54703750,定期报告
002319,2012-06-30,100000000,45237187.0,54762813,定期报告
002319,2012-12-11,100000000,240937.0,99759063,首发限售股份上市
002319,2013-02-21,100000000,180705.0,99819295,股份性质变更
002319,2013-03-04,200000000,361410.0,199638590,转增股上市
002319,2014-06-30,200000000,204612.0,199795388,高管股份变动
002319,2015-06-30,200000000,53791.0,199946209,高管股份变动
002319,2016-12-31,200000000,59065.0,199940935,高管股份变动
002319,2017-06-30,200000000,48517.0,199951483,高管股份变动
002319,2017-12-31,200000000,57967.0,199942033,高管股份变动
002319,2018-06-30,200000000,37969.0,199962031,高管股份变动
002319,2019-12-31,200000000,50625.0,199949375,高管股份变动
002319,2020-06-30,200000000,,200000000,高管股份变动
002319,2024-11-18,209472510,9472510.0,200000000,增发A股上市
