stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002812,2014-06-09,100400000,100400000,,上市前股本
002812,2016-08-31,133880000,100400000,33480000.0,首发A股上市
002812,2017-06-09,136450000,102970000,33480000.0,限制性股票
002812,2017-09-15,136450000,73576350,62873650.0,首发限售股份上市
002812,2018-04-17,272900000,147152700,125747300.0,转增股上市
002812,2018-07-18,272900000,145810500,127089500.0,股权激励限售流通股上市
002812,2018-08-07,473923712,346834212,127089500.0,增发A股上市
002812,2018-09-27,473923712,346860537,127063175.0,高管股份变动
002812,2018-09-28,473867912,346804737,127063175.0,回购
002812,2018-12-31,473867912,346740737,127127175.0,高管股份变动
002812,2019-06-30,473867912,346642912,127225000.0,高管股份变动
002812,2019-07-09,805575450,589292950,216282500.0,转增股上市
002812,2019-07-18,805575450,589292950,216282500.0,股份性质变更
002812,2019-07-22,805575450,586808230,218767220.0,股权激励限售流通股上市
002812,2019-08-15,805575450,587098080,218477370.0,高管股份变动
002812,2019-08-19,805575450,491789912,313785538.0,网下配售股份上市
002812,2019-08-30,805370770,491585232,313785538.0,回购
002812,2019-09-17,805370770,284249934,521120836.0,首发限售股份上市
002812,2019-09-30,805370770,250163642,555207128.0,高管股份变动
002812,2019-12-31,805370770,284249934,521120836.0,股份性质变更
002812,2020-06-30,805370770,283640967,521729803.0,高管股份变动
002812,2020-07-23,805370770,280236887,525133883.0,股权激励限售流通股上市
002812,2020-08-14,805370770,280672087,524698683.0,高管股份变动
002812,2020-08-21,874817797,349681331,525136466.0,"债转股上市,高管股份变动,增发A股上市"
002812,2020-09-16,874820430,350116531,524703899.0,"债转股上市,高管股份变动"
002812,2020-09-24,875735297,350116531,525618766.0,债转股上市
002812,2020-09-28,875712177,350093411,525618766.0,回购
002812,2020-09-30,877237640,350093411,527144229.0,债转股上市
002812,2020-10-26,878967828,350093411,528874417.0,债转股上市
002812,2020-12-31,886566151,350103161,536462990.0,债转股上市
002812,2021-01-04,886566672,350103161,536463511.0,债转股上市
002812,2021-02-22,887084070,347192411,539891659.0,"债转股上市,高管股份变动"
002812,2021-03-04,887084070,277747967,609336103.0,网下配售股份上市
002812,2021-03-16,887272912,277747967,609524945.0,债转股上市
002812,2021-03-31,887629777,277747967,609881810.0,债转股上市
002812,2021-04-22,888160636,277747967,610412669.0,债转股上市
002812,2021-06-30,891626565,277665467,613961098.0,债转股上市
002812,2021-08-05,892405564,277665467,614740097.0,债转股上市
002812,2021-08-16,892405579,277665467,614740112.0,债转股上市
002812,2021-08-18,892405579,31233325,861172254.0,网下配售股份上市
002812,2021-09-30,892405996,149959815,742446181.0,"债转股上市,高管股份变动"
002812,2021-11-17,892406638,149959815,742446823.0,债转股上市
002812,2021-12-31,892406822,150387108,742019714.0,"债转股上市,高管股份变动"
002812,2022-01-17,892406852,150387108,742019744.0,债转股上市
002812,2022-02-09,892406900,150387108,742019792.0,债转股上市
