stock_code,plate_code,plate_name,plate_type,source
002883,BK1209,建筑装饰,行业,东方财富
002883,BK0726,工程咨询服务Ⅱ,行业,东方财富
002883,BK1471,工程咨询服务Ⅲ,行业,东方财富
