stock_code,plate_code,plate_name,plate_type,source
002495,BK0438,食品饮料,行业,东方财富
002495,BK1278,调味发酵品Ⅱ,行业,东方财富
002495,BK1576,调味发酵品Ⅲ,行业,东方财富
