stock_code,plate_code,plate_name,plate_type,source
002856,BK1209,建筑装饰,行业,东方财富
002856,BK0725,装修装饰Ⅱ,行业,东方财富
002856,BK1478,装修装饰Ⅲ,行业,东方财富
