stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002342,2010-01-05,350000000,350000000,0,上市前股本
002342,2010-01-13,400000000,360000000,40000000,首发A股上市
002342,2010-03-25,480000000,432000000,48000000,转增股上市
002342,2010-04-26,480000000,420000000,60000000,首发限售股份上市
002342,2011-01-26,480000000,372000000,108000000,首发限售股份上市
002342,2011-06-30,480000000,376785000,103215000,定期报告
002342,2011-10-11,960000000,753570000,206430000,转增股上市
002342,2011-12-31,960000000,752610000,207390000,定期报告
002342,2012-06-30,960000000,752055000,207945000,定期报告
002342,2012-12-31,960000000,750735000,209265000,定期报告
002342,2013-01-28,960000000,666135000,293865000,首发限售股份上市
002342,2013-12-31,960000000,665520000,294480000,股份性质变更
002342,2014-01-30,960000000,175320000,784680000,首发限售股份上市
002342,2014-06-30,960000000,173845000,786155000,高管股份变动
002342,2014-12-31,960000000,173742500,786257500,高管股份变动
002342,2015-06-30,960000000,133719375,826280625,高管股份变动
002342,2015-12-31,960000000,137069064,822930936,高管股份变动
002342,2016-06-30,960000000,94386570,865613430,高管股份变动
002342,2017-06-30,960000000,78864375,881135625,高管股份变动
002342,2018-12-31,960000000,78915000,881085000,高管股份变动
002342,2019-06-30,960000000,78864375,881135625,高管股份变动
002342,2020-06-30,960000000,91212500,868787500,高管股份变动
002342,2020-12-31,960000000,78712500,881287500,高管股份变动
002342,2021-06-30,960000000,78915000,881085000,高管股份变动
002342,2021-12-31,960000000,78712500,881287500,高管股份变动
002342,2022-06-30,960000000,80212500,879787500,高管股份变动
002342,2023-06-30,960000000,5310000,954690000,高管股份变动
