stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002380,2010-03-11,51000000,51000000,0,上市前股本
002380,2010-03-19,68000000,54400000,13600000,首发A股上市
002380,2010-07-01,68000000,51000000,17000000,网下配售股份上市
002380,2013-04-01,68000000,35952375,32047625,首发限售股份上市
002380,2013-12-31,68000000,36130625,31869375,高管股份变动
002380,2014-05-07,68000000,34290869,33709131,高管股份变动
002380,2014-05-14,102000000,51436304,50563696,转增股上市
002380,2015-06-30,102000000,50654194,51345806,高管股份变动
002380,2015-09-26,102000000,50990319,51009681,高管股份变动
002380,2015-10-09,204000000,101980638,102019362,转增股上市
002380,2016-03-30,204000000,98675257,105324743,高管股份变动
002380,2016-03-31,239991649,134666906,105324743,增发A股上市
002380,2016-06-30,239991649,135283319,104708330,高管股份变动
002380,2016-12-31,239991649,134049193,105942456,高管股份变动
002380,2017-04-19,239991649,98057544,141934105,网下配售股份上市
002380,2017-06-30,239991649,97870846,142120803,高管股份变动
002380,2017-12-31,239991649,96638020,143353629,高管股份变动
002380,2020-12-31,239991649,98487259,141504390,"高管股份变动,其他变动原因"
002380,2023-06-30,239991649,98239759,141751890,高管股份变动
002380,2024-06-30,239991649,97787659,142203990,高管股份变动
002380,2024-12-31,239991649,98239759,141751890,高管股份变动
002380,2025-12-31,239991649,97787659,142203990,高管股份变动
