stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002221,2008-02-14,166000000,166000000,0,上市前股本
002221,2008-02-22,222000000,177200000,44800000,首发A股上市
002221,2008-06-06,222000000,166000000,56000000,首发限售股份上市
002221,2009-03-06,222000000,117860000,104140000,首发限售股份上市
002221,2011-03-07,222000000,0,222000000,首发限售股份上市
002221,2011-05-13,224900000,2900000,222000000,限制性股票
002221,2011-12-31,224900000,3203836,221696164,定期报告
002221,2012-05-14,224900000,2191309,222708691,股权激励限售流通股上市
002221,2012-06-30,224900000,2253830,222646170,高管股份变动
002221,2012-11-29,293173092,70526922,222646170,增发A股上市
002221,2013-04-10,293173092,70187902,222985190,高管股份变动
002221,2013-04-18,586346184,140375804,445970380,转增股上市
002221,2013-05-24,586346184,139515804,446830380,股权激励限售流通股上市
002221,2014-06-23,692346184,245515804,446830380,增发A股上市
002221,2014-12-31,692346184,245157854,447188330,高管股份变动
002221,2015-06-30,692346184,244982604,447363580,高管股份变动
002221,2015-07-01,692346184,138982604,553363580,网下配售股份上市
002221,2015-12-03,692346184,138858894,553487290,高管股份变动
002221,2015-12-07,692346184,59541625,632804559,网下配售股份上市
002221,2015-12-31,692346184,65195710,627150474,高管股份变动
002221,2016-05-11,692346184,59413895,632932289,高管股份变动
002221,2016-05-19,1384692368,118827790,1265864578,转增股上市
002221,2016-06-03,1391616368,120177790,1271438578,期权行权
002221,2016-06-30,1391616368,119642290,1271974078,高管股份变动
002221,2016-09-26,1391616368,119577165,1272039203,高管股份变动
002221,2016-10-20,1619962824,347923621,1272039203,增发A股上市
002221,2016-12-31,1619962824,347248621,1272714203,高管股份变动
002221,2017-06-30,1619962824,345293261,1274669563,高管股份变动
002221,2017-08-17,1619962824,345293261,1274669563,高管股份变动
002221,2017-08-22,1649782824,375113261,1274669563,限制性股票
002221,2017-10-18,1649782824,374471861,1275310963,高管股份变动
002221,2017-10-23,1649782824,146125405,1503657419,网下配售股份上市
002221,2018-06-30,1649782824,145983705,1503799119,高管股份变动
002221,2018-08-20,1649782824,145988205,1503794619,高管股份变动
002221,2018-08-24,1649782824,131158205,1518624619,股权激励限售流通股上市
002221,2018-08-31,1649782824,132133205,1517649619,高管股份变动
002221,2018-11-29,1649782824,132191030,1517591794,高管股份变动
002221,2018-12-31,1649782824,132176030,1517606794,高管股份变动
002221,2019-06-30,1649782824,132272030,1517510794,高管股份变动
002221,2019-08-08,1649782824,132699030,1517083794,高管股份变动
002221,2019-08-23,1649782824,118469030,1531313794,股权激励限售流通股上市
002221,2019-09-20,1649782824,132191030,1517591794,高管股份变动
002221,2019-12-31,1649782824,120014155,1529768669,高管股份变动
002221,2020-06-30,1649782824,118072030,1531710794,高管股份变动
002221,2020-07-10,1649022824,117312030,1531710794,回购
002221,2021-06-30,1649022824,117541530,1531481294,高管股份变动
002221,2021-12-31,1649022824,117297030,1531725794,高管股份变动
002221,2022-06-30,1649022824,117178054,1531844770,高管股份变动
002221,2022-08-05,1649022824,117706629,1531316195,高管股份变动
002221,2022-09-18,1649022824,117704854,1531317970,高管股份变动
002221,2022-09-19,1576127767,117704854,1458422913,回购
002221,2022-12-31,1576127767,116664905,1459462862,高管股份变动
002221,2023-06-30,1576127767,115237905,1460889862,高管股份变动
002221,2025-06-30,1576127767,115252655,1460875112,高管股份变动
002221,2025-12-31,1576127767,115237905,1460889862,高管股份变动
