stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002392,2010-04-02,101250000,101250000,0,上市前股本
002392,2010-04-13,135000000,108000000,27000000,首发A股上市
002392,2010-06-30,135000000,108000000,27000000,定期报告
002392,2010-07-23,135000000,101250000,33750000,网下配售股份上市
002392,2011-04-25,135000000,96292800,38707200,首发限售股份上市
002392,2011-05-06,270000000,192585600,77414400,转增股上市
002392,2011-09-26,540000000,385171200,154828800,转增股上市
002392,2012-04-27,540000000,381218994,158781006,首发限售股份上市
002392,2012-06-30,540000000,373201711,166798289,定期报告
002392,2012-07-24,540000000,385057442,154942558,股份性质变更
002392,2012-12-31,540000000,374222461,165777539,其他变动原因
002392,2013-04-25,540000000,353437503,186562497,首发限售股份上市
002392,2013-06-30,540000000,354447053,185552947,高管股份变动
002392,2013-07-22,599279717,413726770,185552947,增发A股上市
002392,2013-08-21,599279717,385127265,214152452,首发限售股份上市
002392,2013-12-31,599279717,386002457,213277260,高管股份变动
002392,2014-06-06,599279717,379562681,219717036,"首发限售股份上市,股份性质变更"
002392,2014-06-30,599279717,360268744,239010973,股份性质变更
002392,2014-08-06,599279717,348597797,250681920,网下配售股份上市
002392,2014-12-31,599279717,342870601,256409116,高管股份变动
002392,2015-04-29,599279717,319585735,279693982,首发限售股份上市
002392,2015-06-23,599279717,318656234,280623483,股份性质变更
002392,2015-06-24,1198559434,637312468,561246966,转增股上市
002392,2015-12-31,1198559434,640012623,558546811,高管股份变动
002392,2016-01-13,1198559434,626830899,571728535,首发限售股份上市
002392,2016-02-15,1198559434,611558376,587001058,网下配售股份上市
002392,2016-06-08,1198559434,558397782,640161652,首发限售股份上市
002392,2016-10-26,1198559434,548330186,650229248,首发限售股份上市
002392,2017-05-10,1198559434,465713709,732845725,"首发限售股份上市,网下配售股份上市"
002392,2017-06-30,1198559434,477294447,721264987,高管股份变动
002392,2017-08-07,1198559434,465840054,732719380,网下配售股份上市
002392,2017-09-18,1190490839,457771459,732719380,回购
002392,2017-12-31,1190490839,456932493,733558346,高管股份变动
002392,2018-05-11,1190490839,472210930,718279909,高管股份变动
002392,2018-05-15,1190490839,418111851,772378988,首发限售股份上市
002392,2018-06-30,1190490839,451799395,738691444,高管股份变动
002392,2018-11-01,1190490839,457545190,732945649,高管股份变动
002392,2018-11-05,1190490839,453510892,736979947,网下配售股份上市
002392,2018-12-31,1190490839,435573985,754916854,高管股份变动
002392,2019-05-06,1190490839,381474906,809015933,首发限售股份上市
002392,2019-06-30,1190490839,390889750,799601089,高管股份变动
002392,2019-11-01,1190490839,381533142,808957697,首发限售股份上市
002392,2019-12-31,1190490839,358701971,831788868,高管股份变动
002392,2020-05-11,1190490839,380395561,810095278,高管股份变动
002392,2020-05-14,1190490839,321618178,868872661,首发限售股份上市
002392,2020-06-30,1190490839,358701971,831788868,高管股份变动
002392,2021-04-29,1190490839,299924576,890566263,首发限售股份上市
002392,2021-06-30,1190490839,339483370,851007469,高管股份变动
002392,2021-12-31,1190490839,348624172,841866667,高管股份变动
002392,2022-05-11,1190490839,331091370,859399469,高管股份变动
002392,2022-05-13,1190490839,272313975,918176864,首发限售股份上市
002392,2022-06-30,1190490839,306744173,883746666,高管股份变动
002392,2023-06-28,1190490839,306371646,884119193,高管股份变动
002392,2023-06-30,1190490839,292751129,897739710,"首发限售股份上市,高管股份变动"
002392,2024-04-26,1190490839,292511169,897979670,高管股份变动
002392,2024-04-30,1190490839,275125125,915365714,首发限售股份上市
002392,2024-06-30,1190490839,280191488,910299351,高管股份变动
002392,2024-09-28,1190490839,355148181,835342658,高管股份变动
002392,2025-04-22,1190490839,60274644,1130216195,股份性质变更
002392,2025-04-24,1190490839,46609456,1143881383,首发限售股份上市
002392,2026-04-24,1190490839,32944268,1157546571,首发限售股份上市
