stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002109,2006-12-29,120000000,120000000.0,0,上市前股本
002109,2007-01-11,160000000,128000000.0,32000000,首发A股上市
002109,2007-04-26,160000000,120000000.0,40000000,网下配售股份上市
002109,2008-01-28,160000000,69270141.0,90729859,首发限售股份上市
002109,2008-04-18,224000000,96978197.0,127021803,转增股上市
002109,2008-08-27,358400000,155165115.0,203234885,转增股上市
002109,2008-12-31,358400000,156599545.0,201800455,定期报告
002109,2010-10-15,358400000,155167115.0,203232885,股份性质变更
002109,2010-10-19,358400000,2000.0,358398000,首发限售股份上市
002109,2010-12-31,358400000,1000.0,358399000,定期报告
002109,2011-06-30,358400000,0.0,358400000,定期报告
002109,2016-12-06,701963193,491878986.0,210084207,"增发A股上市,股份性质变更"
002109,2018-04-19,701963193,338637570.0,363325623,"网下配售股份上市,其他限售股上市"
002109,2018-05-07,1052944789,507956355.0,544988434,转增股上市
002109,2019-12-23,1052944789,0.0,1052944789,网下配售股份上市
002109,2024-01-22,1276269851,223325062.0,1052944789,增发A股上市
002109,2024-06-30,1276269851,223325062.0,1052944789,股份性质变更
002109,2024-07-24,1276269851,,1276269851,网下配售股份上市
