stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002493,2010-10-12,500000000,500000000,0,上市前股本
002493,2010-10-20,556000000,511200000,44800000,首发A股上市
002493,2010-12-31,556000000,511200000,44800000,定期报告
002493,2011-02-09,556000000,500000000,56000000,网下配售股份上市
002493,2011-04-15,1112000000,1000000000,112000000,转增股上市
002493,2013-11-04,1112000000,92925000,1019075000,首发限售股份上市
002493,2015-09-25,2224000000,185850000,2038150000,转增股上市
002493,2016-01-25,2544000000,505850000,2038150000,增发A股上市
002493,2016-06-30,2544000000,505851500,2038148500,高管股份变动
002493,2017-01-25,2544000000,265851500,2278148500,网下配售股份上市
002493,2017-05-17,2544000000,265852000,2278148000,高管股份变动
002493,2017-05-18,3816000000,398778000,3417222000,转增股上市
002493,2017-12-31,3816000000,398785000,3417215000,高管股份变动
002493,2018-05-08,5724000000,598177500,5125822500,转增股上市
002493,2018-07-05,6291107750,1165285250,5125822500,增发A股上市
002493,2019-01-25,6291107750,985285250,5305822500,网下配售股份上市
002493,2019-07-18,6291107750,474888275,5816219475,网下配售股份上市
002493,2019-12-31,6291107750,474873275,5816234475,高管股份变动
002493,2020-09-25,6750350000,934115525,5816234475,增发A股上市
002493,2020-12-31,6750350000,934115525,5816234475,高管股份变动
002493,2021-04-12,6750350000,474873275,6275476725,网下配售股份上市
002493,2021-06-01,10125525000,712309912,9413215088,转增股上市
002493,2021-07-19,10125525000,627243750,9498281250,网下配售股份上市
002493,2025-07-18,9989442254,627243750,9362198504,回购
002493,2025-12-31,9989442254,651375000,9338067254,高管股份变动
