stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002140,2007-06-25,50212400,50212400,0,上市前股本
002140,2007-07-03,67012400,53572400,13440000,首发A股上市
002140,2007-10-12,67012400,50212400,16800000,网下配售股份上市
002140,2008-05-29,107219840,80339840,26880000,"送股上市,转增股上市"
002140,2008-07-15,107219840,68299840,38920000,首发限售股份上市
002140,2009-05-14,107219840,68281840,38938000,股份性质变更
002140,2009-05-25,139385792,88766392,50619400,转增股上市
002140,2010-05-10,139385792,88455892,50929900,股份性质变更
002140,2010-05-18,278771584,176911784,101859800,"送股上市,转增股上市"
002140,2010-07-12,278771584,9628200,269143384,首发限售股份上市
002140,2010-12-31,278771584,9862200,268909384,高管股份变动
002140,2011-04-29,278771584,8741475,270030109,高管股份变动
002140,2011-05-10,446034534,13986360,432048174,"送股上市,转增股上市"
002140,2012-06-30,446034534,12705105,433329429,定期报告
002140,2013-06-30,446034534,11712686,434321848,高管股份变动
002140,2014-06-30,446034534,10225840,435808694,高管股份变动
002140,2014-12-31,446034534,8944946,437089588,高管股份变动
002140,2015-06-30,446034534,8716458,437318076,高管股份变动
002140,2015-12-31,446034534,6808468,439226066,高管股份变动
002140,2016-12-31,446034534,6181372,439853162,高管股份变动
002140,2017-12-31,446034534,6407892,439626642,高管股份变动
002140,2018-06-30,446034534,6460357,439574177,高管股份变动
002140,2018-12-31,446034534,6465962,439568572,高管股份变动
002140,2019-05-21,446034534,6766301,439268233,高管股份变动
002140,2019-05-29,535241440,8119561,527121879,送股上市
002140,2019-12-31,535241440,8119951,527121489,高管股份变动
002140,2020-01-16,535241440,7778133,527463307,高管股份变动
002140,2020-01-22,545366440,17903133,527463307,限制性股票
002140,2020-06-30,545366440,17494695,527871745,高管股份变动
002140,2020-11-09,545366440,17830695,527535745,高管股份变动
002140,2020-12-31,545366440,17845695,527520745,高管股份变动
002140,2021-03-28,545366440,12145665,533220775,高管股份变动
002140,2021-03-29,545311440,12090665,533220775,回购
002140,2021-12-20,545311440,12714350,532597090,高管股份变动
002140,2022-01-24,545311440,10226850,535084590,股权激励限售流通股上市
002140,2022-03-31,545311440,9640665,535670775,高管股份变动
002140,2022-04-01,545191440,9520665,535670775,回购
002140,2022-06-30,545191440,9558165,535633275,高管股份变动
002140,2022-09-30,545191440,9574740,535616700,高管股份变动
002140,2022-12-05,708748872,173132172,535616700,增发A股上市
002140,2022-12-31,708748872,173221947,535526925,高管股份变动
002140,2023-01-19,708748872,172754697,535994175,高管股份变动
002140,2023-01-31,708748872,170455947,538292925,股权激励限售流通股上市
002140,2023-03-07,708748872,170674697,538074175,高管股份变动
002140,2023-03-08,708182622,170108447,538074175,回购
002140,2023-06-30,708182622,170116676,538065946,股份性质变更
002140,2023-12-04,708182622,170162101,538020521,高管股份变动
002140,2024-01-23,708182622,169861816,538320806,高管股份变动
002140,2024-01-26,708182622,167634316,540548306,股权激励限售流通股上市
002140,2024-03-18,708182622,167811316,540371306,高管股份变动
002140,2024-03-19,708040122,167668816,540371306,回购
002140,2024-06-30,708040122,166529617,541510505,高管股份变动
002140,2024-12-31,708040122,166557117,541483005,高管股份变动
002140,2025-01-27,708040122,164355867,543684255,股权激励限售流通股上市
002140,2025-03-16,708040122,164598679,543441443,高管股份变动
002140,2025-03-17,708013872,164572429,543441443,回购
002140,2025-12-02,708013872,164609929,543403943,高管股份变动
002140,2025-12-05,708013872,1052497,706961375,网下配售股份上市
002140,2026-01-10,708013872,1014997,706998875,高管股份变动
