stock_code,change_date,total_shares,limit_shares,list_a_shares,change_reason
002875,2017-01-20,75000000,75000000,,上市前股本
002875,2017-05-18,100000000,75000000,25000000.0,首发A股上市
002875,2017-12-15,101630100,76630100,25000000.0,限制性股票
002875,2018-05-28,132119130,99619130,32500000.0,转增股上市
002875,2018-06-01,132119130,93242630,38876500.0,首发限售股份上市
002875,2018-07-18,132035930,93159430,38876500.0,回购
002875,2019-03-12,131861730,92985230,38876500.0,回购
002875,2019-04-10,131861730,92473628,39388102.0,股权激励限售流通股上市
002875,2019-04-24,131861730,92481077,39380653.0,高管股份变动
002875,2019-07-19,131713803,92333150,39380653.0,回购
002875,2019-10-29,131713803,95903344,35810459.0,高管股份变动
002875,2019-12-31,131713803,92325701,39388102.0,高管股份变动
002875,2020-04-12,131713803,96180649,35533154.0,高管股份变动
002875,2020-04-13,131497223,95964069,35533154.0,回购
002875,2020-06-01,131497223,73183194,58314029.0,首发限售股份上市
002875,2020-06-30,131497223,70475936,61021287.0,高管股份变动
002875,2020-07-01,170946389,95138152,75808237.0,转增股上市
002875,2020-08-13,170946389,91618715,79327674.0,高管股份变动
002875,2020-08-14,170375626,91047952,79327674.0,回购
002875,2020-12-31,170375626,91073380,79302246.0,高管股份变动
002875,2021-05-12,170375626,91036652,79338974.0,高管股份变动
002875,2021-05-13,170315462,90976488,79338974.0,回购
002875,2021-06-30,170315462,90979092,79336370.0,高管股份变动
002875,2021-11-17,170315462,90982485,79332977.0,高管股份变动
002875,2021-11-18,169665082,90332105,79332977.0,回购
002875,2021-12-13,169665082,90310567,79354515.0,高管股份变动
002875,2021-12-30,212081352,132726837,79354515.0,增发A股上市
002875,2022-06-30,212081352,132588252,79493100.0,高管股份变动
002875,2022-07-05,212081352,90171982,121909370.0,网下配售股份上市
002875,2022-12-05,212648252,90171982,122476270.0,自主行权
002875,2022-12-31,212817152,90171982,122645170.0,自主行权
002875,2023-06-30,212817152,97906793,114910359.0,高管股份变动
002875,2023-07-18,212973672,39988016,172985656.0,"高管股份变动,自主行权"
002875,2023-08-18,213004872,39988016,173016856.0,自主行权
002875,2023-09-06,213004872,40019216,172985656.0,高管股份变动
002875,2023-12-31,213004872,40011416,172993456.0,高管股份变动
002875,2024-06-30,213004872,30584698,182420174.0,高管股份变动
002875,2025-06-03,213016872,30584698,182432174.0,自主行权
002875,2025-06-18,213016872,30580310,182436562.0,高管股份变动
002875,2025-12-31,213016872,30582261,182434611.0,高管股份变动
002875,2026-04-21,213016872,30578895,182437977.0,高管股份变动
