stock_code,trade_time,trade_date,open,close,high,low,volume,amount,change_pct,change,turnover_ratio,pre_close
002145,2025-01-02 00:00:00,2025-01-02,4.21,4.12,4.27,4.09,39524400,165745404.49,-2.37,-0.1,1.04,4.22
002145,2025-01-03 00:00:00,2025-01-03,4.12,4.06,4.18,4.04,41588700,171979549.58,-1.46,-0.06,1.09,4.12
002145,2025-01-06 00:00:00,2025-01-06,4.04,4.08,4.11,4.02,31411200,128249239.08,0.49,0.02,0.82,4.06
002145,2025-01-07 00:00:00,2025-01-07,4.06,4.26,4.28,4.06,43781900,183947307.42,4.41,0.18,1.15,4.08
002145,2025-01-08 00:00:00,2025-01-08,4.25,4.22,4.28,4.12,38698200,162656501.31,-0.94,-0.04,1.02,4.26
002145,2025-01-09 00:00:00,2025-01-09,4.19,4.23,4.3,4.18,29427700,125730845.0,0.24,0.01,0.77,4.22
002145,2025-01-10 00:00:00,2025-01-10,4.24,4.16,4.29,4.15,26162100,110603614.57,-1.65,-0.07,0.69,4.23
002145,2025-01-13 00:00:00,2025-01-13,4.12,4.14,4.18,4.1,23977400,99784808.0,-0.48,-0.02,0.63,4.16
002145,2025-01-14 00:00:00,2025-01-14,4.17,4.36,4.37,4.16,50773600,218251911.84,5.31,0.22,1.33,4.14
002145,2025-01-15 00:00:00,2025-01-15,4.34,4.36,4.37,4.27,33676600,146268899.28,0.0,0.0,0.88,4.36
002145,2025-01-16 00:00:00,2025-01-16,4.37,4.42,4.48,4.36,44187700,196342490.25,1.38,0.06,1.16,4.36
002145,2025-01-17 00:00:00,2025-01-17,4.39,4.47,4.48,4.38,33966700,151666722.44,1.13,0.05,0.89,4.42
002145,2025-01-20 00:00:00,2025-01-20,4.49,4.45,4.54,4.42,36277200,162952096.65,-0.45,-0.02,0.95,4.47
002145,2025-01-21 00:00:00,2025-01-21,4.46,4.3,4.47,4.28,49835400,217452887.9,-3.37,-0.15,1.31,4.45
002145,2025-01-22 00:00:00,2025-01-22,4.29,4.25,4.3,4.21,31370400,133863939.9,-1.16,-0.05,0.82,4.3
002145,2025-01-23 00:00:00,2025-01-23,4.29,4.17,4.35,4.17,45915100,196432889.54,-1.88,-0.08,1.2,4.25
002145,2025-01-24 00:00:00,2025-01-24,4.17,4.26,4.27,4.15,32280900,136755258.14,2.16,0.09,0.85,4.17
002145,2025-01-27 00:00:00,2025-01-27,4.28,4.22,4.34,4.22,22823900,97950502.65,-0.94,-0.04,0.6,4.26
002145,2025-02-05 00:00:00,2025-02-05,4.26,4.2,4.28,4.18,29433600,124967403.54,-0.47,-0.02,0.77,4.22
002145,2025-02-06 00:00:00,2025-02-06,4.19,4.24,4.25,4.16,29765100,125852366.65,0.95,0.04,0.78,4.2
002145,2025-02-07 00:00:00,2025-02-07,4.24,4.34,4.39,4.22,46935700,204037877.05,2.36,0.1,1.23,4.24
002145,2025-02-10 00:00:00,2025-02-10,4.38,4.34,4.43,4.33,53701100,235619453.25,0.0,0.0,1.41,4.34
002145,2025-02-11 00:00:00,2025-02-11,4.34,4.29,4.36,4.24,41651700,178946332.23,-1.15,-0.05,1.09,4.34
002145,2025-02-12 00:00:00,2025-02-12,4.34,4.46,4.52,4.32,78099300,347574274.76,3.96,0.17,2.05,4.29
002145,2025-02-13 00:00:00,2025-02-13,4.46,4.35,4.47,4.35,51794300,228436466.05,-2.47,-0.11,1.36,4.46
002145,2025-02-14 00:00:00,2025-02-14,4.42,4.36,4.55,4.34,53264500,235614781.29,0.23,0.01,1.4,4.35
002145,2025-02-17 00:00:00,2025-02-17,4.37,4.28,4.38,4.26,55074800,237467469.61,-1.83,-0.08,1.44,4.36
002145,2025-02-18 00:00:00,2025-02-18,4.27,4.23,4.3,4.21,36741900,157165121.24,-1.17,-0.05,0.96,4.28
002145,2025-02-19 00:00:00,2025-02-19,4.21,4.25,4.27,4.21,27996500,119459477.19,0.47,0.02,0.73,4.23
002145,2025-02-20 00:00:00,2025-02-20,4.25,4.32,4.33,4.23,49660400,214348360.43,1.65,0.07,1.3,4.25
002145,2025-02-21 00:00:00,2025-02-21,4.33,4.33,4.46,4.29,69109800,302281600.54,0.23,0.01,1.81,4.32
