stock_code,name_snapshot,latest_close,latest_total_cap,latest_float_cap,pb
002947,恒铭达,78.16,20025321702.0,15056237017.0,6.19
601369,陕鼓动力,9.33,16080017010.0,15918951354.0,1.81
920914,远航精密,26.24,2613451520.0,2611385120.0,2.64
301299,卓创资讯,63.63,3859962511.0,2849301069.0,6.31
301049,超越科技,24.94,2350678150.0,1068089393.0,4.46
600793,宜宾纸业,17.82,3152429316.0,3152429316.0,12.53
000679,大连友谊,7.13,2541132000.0,2541132000.0,16.17
920003,中诚咨询,30.38,1966020009.0,404497123.0,3.0
300221,银禧科技,11.17,5291839831.0,5106522762.0,3.51
301039,中集车辆,8.94,16754672315.0,12984701850.0,1.14
603569,长久物流,6.71,4049533654.0,4049533654.0,1.52
600307,酒钢宏兴,1.79,11211409789.0,11211409789.0,2.11
600157,永泰能源,1.79,39053797820.0,39053797820.0,0.83
600060,海信视像,25.07,32715654408.0,32595229835.0,1.5
603191,望变电气,20.15,6648787476.0,6648787476.0,2.68
002461,珠江啤酒,10.31,22819416629.0,22819416629.0,2.03
002895,川恒股份,38.11,23091092256.0,22673982117.0,3.0
300536,农尚环境,8.98,2633727434.0,2633536502.0,9.35
600825,新华传媒,5.84,6102145044.0,6102145044.0,2.45
600692,亚通股份,7.64,2687477449.0,1948280350.0,2.78
603685,晨丰科技,34.16,8572471403.0,6882069918.0,4.3
002570,贝因美,4.95,5346214498.0,5345976898.0,3.28
001914,招商积余,10.35,10906000530.0,10905961200.0,1.0
000021,深科技,29.25,46047472965.0,46040724990.0,3.45
688345,博力威,54.05,5467130475.0,5405000000.0,4.65
920438,戈碧迦,44.37,6454725750.0,6184913999.0,6.56
300177,中海达,8.15,6064977888.0,4941371496.0,4.8
301288,*ST清研,17.66,1907456600.0,1379415907.0,2.43
920837,华原股份,13.14,1993506021.0,1797391521.0,3.36
301065,本立科技,24.49,2596429800.0,2113180875.0,1.87
000530,冰山冷热,5.9,4974953791.0,3540688678.0,1.57
601011,宝泰隆,3.18,6091813234.0,6091813234.0,1.12
300271,华宇软件,6.36,5163433880.0,5052164714.0,1.46
300687,赛意信息,25.02,10218458482.0,8179308191.0,3.82
600798,宁波海运,3.64,4391784492.0,4391784492.0,1.11
001238,浙江正特,48.69,5395825800.0,5047548665.0,4.63
603758,秦安股份,12.29,5392815732.0,5392815732.0,2.08
688536,思瑞浦,237.21,32752885322.0,32177294309.0,5.15
600697,欧亚集团,12.3,1956783323.0,1911124985.0,0.88
688006,杭可科技,31.9,19257141649.0,19257141649.0,3.57
300019,硅宝科技,18.23,7166517441.0,6719758586.0,2.6
688686,奥普特,106.3,12993628867.0,12993628867.0,4.15
002596,海南瑞泽,3.65,4188668891.0,4184817228.0,7.83
301336,趣睡科技,54.34,2173600000.0,1653582339.0,2.58
002329,皇氏集团,4.11,3421180378.0,2678046918.0,6.92
600057,厦门象屿,7.31,20764708068.0,15296249299.0,1.35
002978,安宁股份,31.57,14900722974.0,11658155646.0,1.7
688466,金科环境,17.85,2180451613.0,2180451613.0,1.89
300701,森霸传感,11.9,3364547916.0,2964549694.0,3.39
300532,今天国际,11.46,5203169888.0,4950077495.0,2.82
601600,中国铝业,11.92,204487258218.0,157026512838.0,2.54
600517,国网英大,6.42,36712357476.0,36712357476.0,1.59
603161,科华控股,14.69,2855849186.0,2802099138.0,1.89
000505,京粮控股,6.43,4674290114.0,4066205560.0,1.63
603010,万盛股份,13.32,7792603503.0,7792603503.0,2.99
601865,福莱特,13.78,32284890906.0,26196129006.0,1.47
920806,云星宇,11.49,3455464304.0,3455464304.0,2.21
603816,顾家家居,29.42,24167103689.0,23893930516.0,2.28
301656,联合动力,19.77,47542716291.0,4025745666.0,4.93
600605,汇通能源,32.23,6648482687.0,6648482687.0,4.66
688239,航宇科技,60.36,11506525911.0,11506525911.0,5.75
688233,神工股份,70.05,11929916807.0,11929916807.0,6.23
301519,舜禹股份,15.22,2460204618.0,1148722331.0,1.79
300973,立高食品,30.48,5161502585.0,3613853702.0,2.04
603400,华之杰,65.2,6520000000.0,1304000000.0,5.32
688468,科美诊断,7.4,2968199200.0,2968199200.0,2.09
002936,郑州银行,1.85,16820369012.0,13004197398.0,0.36
600872,中炬高新,21.28,16566676372.0,16406623576.0,2.79
300240,飞力达,6.94,2578646873.0,2521667384.0,1.8
600543,*ST莫高,5.09,1634500800.0,1634500800.0,2.33
002723,小崧股份,10.65,3539526179.0,3376580721.0,4.66
301201,诚达药业,41.25,6381945240.0,4477452540.0,3.04
002730,电光科技,31.56,11427241013.0,10920703013.0,6.93
601888,中国中免,65.98,137093022571.0,128824336393.0,2.46
603609,禾丰股份,6.97,6330789197.0,6330789197.0,0.98
600571,信雅达,13.03,6076127566.0,5964504690.0,4.91
300400,劲拓股份,25.6,6211220480.0,6190438400.0,8.79
301128,强瑞技术,184.42,19076639013.0,16780821543.0,20.32
603396,金辰股份,35.4,4903872721.0,4903872721.0,1.87
000898,鞍钢股份,2.33,21830285531.0,18540916769.0,0.5
300562,乐心医疗,14.46,3161153928.0,2356351467.0,2.98
300718,长盛轴承,69.53,20774105956.0,13673581304.0,11.52
603029,天鹅股份,19.61,2379516620.0,2379516620.0,2.48
300895,铜牛信息,63.1,8884521457.0,8718669227.0,11.88
688110,东芯股份,134.63,59540084920.0,59540084920.0,17.09
600975,新五丰,5.61,7010602361.0,7010602361.0,3.92
300004,南风股份,13.09,6283116198.0,6283116198.0,3.55
002737,葵花药业,13.1,7650400000.0,7650396070.0,1.99
002863,今飞凯达,5.62,3369097573.0,3369097573.0,1.19
000603,盛达资源,37.5,25873850475.0,25001863463.0,7.24
002946,新乳业,19.69,16946734009.0,16750400825.0,4.43
300334,津膜科技,7.97,2407460887.0,2407177195.0,4.4
920837,华原股份,13.13,1991988893.0,1796023643.0,3.36
601616,广电电气,4.69,4003737246.0,4003737246.0,1.68
688098,申联生物,8.92,3662944480.0,3662944480.0,2.64
688233,神工股份,70.02,11924807635.0,11924807635.0,6.22
300193,佳士科技,8.93,4252910759.0,3745026787.0,1.78
002186,全 聚 德,10.81,3317822366.0,3316525166.0,3.89
688486,龙迅股份,80.0,10666214560.0,10665568080.0,6.68
601717,中创智领,20.71,36975632550.0,31938252268.0,1.53
600281,华阳新材,5.65,2906371441.0,2906371441.0,51.36
920239,长虹能源,31.11,5664328486.0,5582213766.0,4.92
603822,ST嘉澳,81.12,6232115872.0,6232115872.0,16.56
603312,西典新能,40.09,6414379955.0,2041362755.0,3.48
000955,欣龙控股,5.19,2794270050.0,2793843821.0,4.31
001256,炜冈科技,25.01,3566740076.0,2673883076.0,2.72
300644,南京聚隆,27.86,3082598173.0,2467904327.0,2.85
600810,神马股份,7.56,8244776371.0,8170491811.0,1.17
301155,海力风电,61.97,13471749892.0,7638319516.0,2.33
601222,林洋能源,6.15,12553503959.0,12553503959.0,0.82
603855,华荣股份,18.93,6389083230.0,6351630225.0,2.84
920970,大禹生物,7.11,787793688.0,498206943.0,3.2
002635,安洁科技,16.59,10944203614.0,6561894278.0,1.87
002997,瑞鹄模具,29.39,6151953742.0,6151953742.0,2.39
603040,新坐标,79.64,10867347557.0,10810663787.0,6.99
920675,秉扬科技,9.49,1633836360.0,749879586.0,2.64
301559,中集环科,16.62,9972000000.0,1495800000.0,2.17
002103,广博股份,8.08,4316925460.0,3136135551.0,3.49
688244,永信至诚,19.51,2945259236.0,2945259236.0,3.11
601600,中国铝业,11.91,204315708505.0,156894779187.0,2.53
600054,黄山旅游,11.91,8686909130.0,6113403000.0,1.82
301377,鼎泰高科,227.78,93389800000.0,16177846720.0,32.18
600121,郑州煤电,4.29,5226987643.0,5226987643.0,7.1
300731,科创新源,70.63,8944004317.0,8488256119.0,14.46
301187,欧圣电气,20.08,5119065182.0,5119065182.0,3.5
300075,数字政通,13.39,8316932816.0,6901721194.0,2.62
688697,纽威数控,16.74,7655760781.0,7655760781.0,4.0
300422,博世科,5.74,3064473433.0,2965789315.0,4.62
600408,安泰集团,3.35,3372780000.0,3372780000.0,2.92
603551,奥普科技,11.97,4605369521.0,4547207291.0,3.17
002510,天汽模,6.71,6811580731.0,6742523008.0,2.7
601008,连云港,4.8,5955062429.0,5955062429.0,1.41
600577,精达股份,12.48,26845653632.0,26845653632.0,4.4
301567,贝隆精密,42.72,3075840000.0,907366392.0,4.23
688367,工大高科,40.33,3533900118.0,3533900118.0,5.94
002276,万马股份,13.45,13598964749.0,13545369189.0,2.21
600633,浙数文化,13.46,17068282393.0,17068282393.0,1.64
002909,集泰股份,6.73,2624700000.0,2560070545.0,3.09
605189,富春染织,17.79,3452642034.0,3452642034.0,1.86
603238,诺邦股份,15.87,2817067830.0,2817067830.0,1.88
600738,丽尚国潮,4.81,3662022485.0,3658804403.0,1.7
605167,利柏特,17.33,7782890938.0,7782890938.0,3.78
301195,北路智控,31.79,4198500214.0,2787659632.0,1.7
002678,珠江钢琴,5.78,7851091467.0,7846780309.0,2.53
002247,聚力文化,2.89,2459014442.0,1859832542.0,3.66
300358,楚天科技,9.64,6893492471.0,6760535586.0,1.24
002485,ST雪发,4.82,2622080000.0,2622080000.0,2.58
603108,润达医疗,13.52,8162069170.0,8162069170.0,2.22
600868,梅雁吉祥,3.38,6415742535.0,6415742535.0,3.43
002303,美盈森,3.38,5175874055.0,3268057973.0,1.15
920274,宏裕包材,22.22,1807226681.0,1807226681.0,3.61
300681,英搏尔,31.4,9610137676.0,7246955527.0,3.11
300579,数字认证,26.57,7173900000.0,6920775023.0,9.06
301212,联盛化学,28.51,3079080000.0,2672812500.0,2.28
600858,银座股份,5.8,3016386216.0,3001778568.0,1.09
920608,丰安股份,16.45,1023848000.0,793200708.0,2.09
600406,国电南瑞,26.62,213805348873.0,213177649432.0,4.34
300624,万兴科技,65.35,12634528773.0,11190090666.0,12.94
600850,电科数字,19.86,13508746996.0,13508746996.0,2.78
003030,祖名股份,21.8,2720204000.0,1764904565.0,2.71
300566,激智科技,18.92,4959019467.0,4288793755.0,2.23
002343,慈文传媒,6.31,2988922605.0,2988922605.0,3.09
002791,坚朗五金,18.45,6529178490.0,4016648800.0,1.22
000978,桂林旅游,6.8,3183284000.0,3183217700.0,2.94
920429,康比特,12.15,1512383400.0,1379029751.0,1.81
600630,龙头股份,8.27,3513605407.0,3513605407.0,4.32
301025,读客文化,11.19,4479462186.0,3101316781.0,7.18
000514,渝 开 发,4.87,4109164600.0,4109164600.0,1.12
300112,万讯自控,8.28,2403070402.0,1967377763.0,2.59
603615,茶花股份,20.47,4950055400.0,4950055400.0,4.31
301097,天益医疗,58.0,3418947344.0,1678599344.0,3.07
300868,杰美特,70.73,9050044960.0,5712402426.0,6.16
301316,慧博云通,47.32,19117280000.0,18513825880.0,17.25
920475,三友科技,14.16,1431009600.0,795769712.0,4.06
002721,金一文化,2.93,7791979342.0,7791979342.0,3.68
002831,裕同科技,38.59,35522615965.0,19718841997.0,2.88
002823,凯中精密,16.12,5293307458.0,3528485151.0,2.51
002170,芭田股份,14.18,13759587205.0,11161496665.0,3.66
002298,中电鑫龙,9.78,7238284612.0,6462203333.0,3.88
688108,赛诺医疗,21.03,8789530560.0,8789530560.0,8.86
603062,麦加芯彩,54.3,5864400000.0,2013069330.0,2.79
603111,康尼机电,6.85,5904910103.0,5842218383.0,1.44
002599,盛通股份,6.85,3648856541.0,2726057757.0,2.95
688589,力合微,22.51,3271344940.0,3271344940.0,3.44
603421,鼎信通讯,8.32,5426225052.0,5426225052.0,2.25
600490,鹏欣资源,8.32,18411220497.0,16578609932.0,2.89
002836,新宏泽,13.22,3045888000.0,3045888000.0,7.67
688259,创耀科技,37.73,4214441000.0,4214441000.0,2.67
600796,钱江生化,6.37,5520151329.0,1984114153.0,1.59
600683,京投发展,13.72,10163468631.0,10163468631.0,-9.39
600022,山东钢铁,1.47,15727308844.0,15727308844.0,0.84
300549,优德精密,18.13,2417454200.0,1832111740.0,4.38
300026,红日药业,3.43,10304251091.0,10294546208.0,1.2
600685,中船防务,32.35,45726931328.0,26573428105.0,2.51
001979,招商蛇口,8.83,79611564070.0,74291942605.0,0.82
002395,双象股份,19.63,5264942670.0,5264486390.0,3.39
000530,冰山冷热,5.89,4966521666.0,3534687510.0,1.56
920871,派特尔,12.77,1085649736.0,600369917.0,4.04
300078,思创智联,3.93,4393237864.0,4375532892.0,8.71
603909,建发合诚,12.29,3203672891.0,3203672891.0,2.71
601518,吉林高速,2.95,5577131849.0,5577131849.0,0.96
002682,龙洲股份,5.9,3317974705.0,3317974705.0,5.48
301389,隆扬电子,64.0,18144000000.0,5412419008.0,8.08
300449,汉邦高科,7.39,2852805959.0,2852805959.0,10.25
920575,康乐卫士,6.9,1938486000.0,1296086892.0,7.93
000700,模塑科技,11.34,10410294511.0,10410294511.0,2.71
605337,李子园,10.85,4232610248.0,4232610248.0,2.53
002760,凤形股份,22.69,2450263739.0,2450263739.0,2.93
603558,健盛集团,13.32,4563938813.0,4563938813.0,1.95
600287,苏豪时尚,5.92,2585832758.0,2585832758.0,1.13
002149,西部材料,57.77,28204138609.0,28199805859.0,7.57
603020,爱普股份,10.87,4165794603.0,4165794603.0,1.26
002905,金逸影视,9.89,3721804800.0,3455961600.0,43.9
300505,川金诺,25.76,7080587392.0,5599225079.0,2.4
002702,海欣食品,5.95,3306772000.0,2729525313.0,3.19
002613,北玻股份,3.97,4369257707.0,3071477507.0,1.98
301198,喜悦智行,17.37,2935530000.0,2818754617.0,3.24
603888,新华网,20.35,13730921719.0,13730921719.0,3.61
600493,凤竹纺织,7.45,2026400000.0,2026400000.0,1.82
603285,键邦股份,42.73,6836800000.0,2661941409.0,3.97
603819,神力股份,14.41,3137491995.0,3137491995.0,3.86
001317,三羊马,52.71,4510173213.0,4505725806.0,4.44
002775,文科股份,3.98,2532378146.0,2275644266.0,-50.97
600658,电子城,4.98,5570553524.0,5570553524.0,1.34
688598,金博股份,24.92,5172722051.0,5073104351.0,1.34
301192,泰祥股份,27.43,2740257000.0,1313039813.0,4.2
301000,肇民科技,27.43,6662124942.0,6288857502.0,5.06
603506,南都物业,12.98,2437355571.0,2437355571.0,2.05
002533,金杯电工,13.48,9893525516.0,8595460437.0,2.16
300017,网宿科技,16.48,40531732325.0,37989764046.0,3.84
001387,雪祺电气,13.99,2560595296.0,1593605559.0,1.94
600502,安徽建工,5.5,9440936659.0,9440936659.0,0.77
300259,新天科技,4.5,5264106822.0,5262899540.0,1.71
300752,隆利科技,19.01,4343765154.0,2989599096.0,3.46
000702,正虹科技,7.01,2429840885.0,1869108378.0,7.0
600962,国投中鲁,21.55,5650625500.0,5650625500.0,5.95
688365,光云科技,19.56,8329130819.0,8329130819.0,8.72
601061,中信金属,14.05,68845000000.0,68845000000.0,2.84
301618,长联科技,48.7,4393512382.0,1614614897.0,4.63
002602,世纪华通,17.59,129650302044.0,119556303499.0,4.36
688165,埃夫特-U,17.09,8917220200.0,8917220200.0,7.32
300987,川网传媒,17.09,2962859120.0,2962859120.0,3.67
001280,中国铀业,83.99,173706590894.0,13277748883.0,10.2
301208,中亦科技,33.7,4044002022.0,2226628422.0,2.58
600380,健康元,11.1,20306932585.0,20306932585.0,1.3
002096,易普力,11.61,14401517340.0,14401492854.0,1.8
600477,杭萧钢构,3.03,7147674361.0,7147674361.0,1.44
002962,五方光电,16.67,4862061418.0,3487097363.0,2.74
300024,机器人,14.65,22936332268.0,22930029208.0,5.67
603886,元祖股份,12.63,3031200000.0,3031200000.0,2.04
688768,容知日新,41.47,3648891928.0,3618819377.0,3.38
603699,纽威股份,59.68,46268883412.0,45245958007.0,9.98
300918,南山智尚,14.17,7171924831.0,7171924831.0,1.85
601366,利群股份,4.06,3896548919.0,3896548919.0,0.89
001201,东瑞股份,13.22,3407904493.0,2663037263.0,1.12
001338,永顺泰,12.73,6387033517.0,6387033517.0,1.71
003033,征和工业,54.49,4454557500.0,4399721053.0,3.12
300797,钢研纳克,15.79,6043278436.0,5976386548.0,4.48
603276,恒兴新材,17.85,3706543521.0,1350215555.0,2.06
301539,宏鑫科技,18.36,2717280000.0,1378133693.0,3.52
301335,天元宠物,26.01,3300741828.0,1316723842.0,1.7
300030,阳普医疗,8.16,2522968490.0,2221376808.0,3.93
002958,青农商行,3.06,17000207270.0,16644841869.0,0.45
002179,中航光电,36.25,76756749086.0,75998260974.0,3.11
002617,露笑科技,7.66,14624272480.0,14382583080.0,2.27
000878,云南铜业,19.41,47072822216.0,38890279922.0,2.55
600726,华电能源,7.16,56616527264.0,53523407249.0,11.37
688733,壹石通,29.16,5825444540.0,5825444540.0,2.76
300649,杭州园林,19.44,2574178879.0,2062855460.0,5.83
300217,东方电热,5.13,7582021702.0,6368454784.0,1.79
603809,豪能股份,10.78,9920713339.0,9920713339.0,2.71
301266,宇邦新材,42.1,4630156695.0,4392385915.0,2.56
002546,新联电子,8.22,6855883569.0,6586127829.0,1.76
301156,美农生物,20.08,2826956274.0,1791638141.0,3.78
002292,奥飞娱乐,8.24,12184485503.0,8387235591.0,4.1
300690,双一科技,28.86,4771969802.0,3199210596.0,2.95
301626,苏州天脉,269.0,31117920000.0,14154510462.0,19.26
002049,紫光国微,75.9,64486788881.0,64478150550.0,4.63
002574,明牌珠宝,5.68,2999040000.0,2999040000.0,1.1
601881,中国银河,12.92,141272477148.0,93584955689.0,1.2
600774,汉商集团,8.79,2593334814.0,2591996756.0,1.75
920943,优机股份,19.67,1996925505.0,1019060075.0,3.03
300995,奇德新材,35.72,3005725839.0,2144645910.0,4.71
603385,惠达卫浴,6.73,2561875235.0,2561875235.0,0.72
300370,安控科技,2.59,4054324423.0,4044207518.0,9.39
301275,汉朔科技,44.61,18843264000.0,13309805384.0,4.53
002467,二六三,6.75,9283760143.0,9225958759.0,5.85
600725,云维股份,4.16,5127075200.0,5127075200.0,19.98
600117,西宁特钢,2.6,8463298628.0,8463298628.0,2.1
688521,芯原股份,233.66,122885362689.0,122885362689.0,35.95
600580,卧龙电驱,37.49,58563785487.0,58395642837.0,5.34
688158,优刻得-W,45.83,20912461862.0,18582869204.0,8.64
002578,闽发铝业,4.17,3914087863.0,3591047879.0,2.6
300420,五洋自控,3.65,4074799998.0,4074401783.0,1.71
600439,瑞贝卡,2.61,2954481998.0,2954481998.0,1.17
301408,华人健康,20.88,8352208800.0,4780672335.0,3.84
301279,金道科技,29.25,3794864960.0,2939302460.0,2.76
300836,佰奥智能,58.07,5382253373.0,3684671403.0,8.4
603132,金徽股份,19.88,19442640000.0,19442640000.0,5.7
605488,福莱新材,32.97,9953014559.0,9106540339.0,4.4
300110,华仁药业,3.14,3712148763.0,3708897686.0,4.35
002766,索菱股份,4.71,4069346855.0,4035190599.0,3.82
603606,东方电缆,63.36,43573645716.0,43573645716.0,5.12
300005,探路者,16.76,14810848637.0,14691543415.0,6.84
300278,华昌达,4.72,6673544318.0,6652581250.0,4.0
600191,华资实业,13.12,6362307840.0,6362307840.0,3.75
300793,佳禾智能,14.17,5392331506.0,5272474561.0,1.93
300148,天舟文化,4.2,3541269241.0,3419282563.0,3.43
002659,凯文教育,5.25,3140972016.0,3140957253.0,1.46
001319,铭科精技,23.67,3346938000.0,1940941775.0,2.37
688096,京源环保,8.42,1987496315.0,1987496315.0,2.4
301055,张小泉,30.0,4680000000.0,4680000000.0,6.68
600409,三友化工,7.9,16308360639.0,16308360639.0,1.18
002275,桂林三金,14.22,8355225492.0,7922004461.0,2.51
000977,浪潮信息,72.2,106024014491.0,105905256249.0,4.87
603075,热威股份,23.72,9546899393.0,978332966.0,4.26
002663,普邦股份,2.11,3636266183.0,2728002371.0,1.54
300475,香农芯创,174.92,81317818364.0,77905828844.0,16.73
688199,久日新材,27.52,4436973948.0,4436973948.0,1.71
300488,恒锋工具,30.18,5771043653.0,4896808789.0,2.64
603496,恒为科技,30.19,9667117046.0,9667117046.0,6.93
002128,电投能源,32.84,73613273510.0,73613273510.0,1.85
603278,大业股份,11.66,3984914511.0,3984914511.0,2.03
002527,新时达,12.72,8434139622.0,6727463412.0,6.78
300846,首都在线,27.04,13598308273.0,10599862493.0,17.78
300996,普联软件,17.52,4954236361.0,4170346832.0,3.75
920665,科强股份,10.62,1380493800.0,680441114.0,1.89
920357,雅葆轩,26.05,2086084000.0,1159605330.0,4.92
002299,圣农发展,18.61,23134309128.0,22684430318.0,2.02
603212,赛伍技术,13.3,5818625459.0,5818625459.0,2.28
002106,莱宝高科,10.65,7516942104.0,7507211263.0,1.34
002747,埃斯顿,20.77,20101173869.0,16250544124.0,9.22
603916,苏博特,11.72,4996210111.0,4926241711.0,1.17
002877,智能自控,9.06,3223943877.0,2179062747.0,2.66
603076,乐惠国际,30.46,3676562938.0,3676562938.0,2.85
300869,康泰医学,12.84,5159154719.0,3391541255.0,3.04
000017,深中华A,6.42,4424567270.0,2830076925.0,11.34
605060,联德股份,59.46,14305600320.0,14207396184.0,5.66
300787,海能实业,10.72,3360001974.0,2106830190.0,2.18
603032,德新科技,23.07,5380556118.0,5344466333.0,4.6
600509,天富能源,8.05,11063899126.0,11063899126.0,1.42
603690,至纯科技,25.25,9669847313.0,9669847313.0,1.93
600403,大有能源,5.91,14129701296.0,14129701296.0,3.85
600727,鲁北化工,8.06,4260380068.0,4260380068.0,1.33
300809,华辰装备,31.17,7902816864.0,4693251440.0,4.32
002459,晶澳科技,10.75,35579414492.0,35537121487.0,1.71
600604,市北高新,4.84,9066795251.0,6812081251.0,1.51
603990,麦迪科技,15.06,4612617929.0,4612617929.0,5.5
300252,金信诺,15.08,9985279817.0,8426381801.0,4.53
688186,广大特材,20.48,5744422011.0,5744422011.0,1.22
300999,金龙鱼,28.06,152129858500.0,15226677542.0,1.58
002355,兴民智通,5.94,3970777140.0,3671909901.0,4.85
000514,渝 开 发,4.86,4100726890.0,4100726890.0,1.12
000008,神州高铁,2.7,7334219744.0,7334001770.0,3.35
603982,泉峰汽车,7.57,2764026492.0,2570420358.0,1.3
300892,品渥食品,28.12,2812000000.0,1815497500.0,2.71
002605,姚记科技,19.47,8131939633.0,6566485377.0,2.21
605155,西大门,15.69,3001467189.0,2931339165.0,2.23
002671,龙泉股份,4.87,2742912305.0,2682834290.0,1.67
300950,德固特,21.65,3313922200.0,1967135779.0,4.0
603528,多伦科技,8.13,5739211965.0,5739211965.0,3.02
301301,川宁生物,9.76,21765629600.0,6029548484.0,2.66
000807,云铝股份,33.1,114789390106.0,114788188443.0,3.22
300465,高伟达,14.11,6261303427.0,6261303427.0,9.37
920833,美心翼申,15.2,1251872000.0,949380600.0,2.03
920111,聚星科技,33.13,5140268585.0,2494295581.0,5.01
605369,拱东医疗,19.02,4193775890.0,4193775890.0,2.44
603777,来伊份,15.77,5273869098.0,5273869098.0,3.38
600279,重庆港,4.9,5815644787.0,5815644787.0,0.86
003042,中农联合,16.89,2406487200.0,2082553806.0,1.97
002919,名臣健康,23.43,6244705726.0,6199535592.0,7.65
300978,东箭科技,10.9,4607459855.0,3129272487.0,2.76
002701,奥瑞金,5.45,13950694556.0,13937848454.0,1.36
920199,倍益康,31.64,2154994072.0,1200018348.0,4.1
600217,中再资环,3.82,6332237031.0,6332237031.0,2.22
301093,华兰股份,84.04,13799504481.0,13194009475.0,6.26
300729,乐歌股份,12.56,4290655977.0,4120732490.0,1.17
300891,惠云钛业,8.74,3496072140.0,2914564324.0,2.89
920476,海能技术,19.68,1676338464.0,1586798065.0,3.74
688535,华海诚科,130.69,12548111873.0,10546219443.0,5.83
300407,凯发电气,13.13,4546751094.0,3399636748.0,2.23
300123,ST亚光,3.83,3913624691.0,3807098067.0,12.54
688696,极米科技,90.28,6321405600.0,6321405600.0,2.09
300907,康平科技,30.1,2889600000.0,2889600000.0,3.58
601500,通用股份,4.38,6961202919.0,6933543219.0,1.13
600020,中原高速,3.84,8629907835.0,8629907835.0,0.75
001269,欧晶科技,21.42,4121464804.0,4121464804.0,6.12
300564,筑博设计,15.94,2571364288.0,1804276495.0,2.07
301458,钧崴电子,39.6,10560001320.0,4652286685.0,6.21
920346,威贸电子,20.36,1642097177.0,908131698.0,3.38
300162,雷曼光电,8.81,3695883364.0,3014445282.0,4.47
300164,通源石油,13.22,7779423075.0,7710046485.0,5.65
002976,瑞玛精密,29.76,4455092445.0,1984231632.0,3.09
002137,实益达,8.27,4775965143.0,3278708330.0,3.11
300111,向日葵,3.86,4968633356.0,4968633356.0,7.34
002196,方正电机,13.79,6838073915.0,6735179513.0,4.8
600651,飞乐音响,6.62,16596525459.0,16596525459.0,6.6
600228,*ST返利,6.07,2529201632.0,2525345664.0,6.62
688500,慧辰股份,47.46,3573581857.0,3479573089.0,4.88
603776,永安行,19.87,5578712566.0,5578712566.0,1.63
300805,电声股份,10.49,4452398174.0,3024805682.0,2.85
300155,安居宝,4.97,2789301888.0,1637332530.0,2.33
688052,纳芯微,188.92,30722818962.0,26926471562.0,4.04
688576,西山科技,69.65,3169079179.0,1517829446.0,1.83
300981,中红医疗,14.93,6402953838.0,5867450868.0,1.22
300713,英可瑞,17.15,2722061892.0,1481341952.0,6.14
688533,上声电子,26.56,4382055809.0,4382055809.0,2.47
601801,皖新传媒,6.09,11923801233.0,11923801233.0,0.98
688728,格科微,13.29,34561796804.0,33210210529.0,4.4
300239,东宝生物,5.54,3288587949.0,3267280278.0,1.91
688037,芯源微,205.2,41373921139.0,41373921139.0,14.82
603739,蔚蓝生物,14.99,3792902701.0,3792902701.0,2.11
300640,德艺文创,7.22,2245372543.0,1593808719.0,2.76
688088,虹软科技,40.56,16271471424.0,16271471424.0,5.87
300587,天铁科技,6.12,7945405038.0,6441988567.0,3.55
603128,华贸物流,5.57,7291388972.0,7291388972.0,1.2
301355,南王科技,12.82,2501155437.0,1285274587.0,1.69
002421,达实智能,2.79,5916422773.0,5589422349.0,2.17
000797,中国武夷,2.79,4382404265.0,4381738318.0,0.95
600048,保利发展,6.14,73498522587.0,73498522587.0,0.38
603667,五洲新春,64.22,24606016431.0,23517541889.0,7.88
600359,新农开发,7.26,2769783073.0,2769783073.0,4.24
002660,茂硕电源,8.94,3188236610.0,3066301187.0,3.11
002972,科安达,13.42,3301438096.0,1806953547.0,2.61
300905,宝丽迪,68.24,12216031095.0,9529458803.0,6.16
001220,世盟股份,39.75,3668527500.0,898693758.0,2.35
603718,海利生物,3.92,2555466424.0,2544000424.0,1.68
603385,惠达卫浴,6.72,2558068585.0,2558068585.0,0.72
300018,中元股份,14.01,6799550859.0,5052980241.0,4.71
300621,维业股份,8.97,1866268599.0,1816685247.0,3.48
002347,泰尔股份,7.85,3961912867.0,3873055773.0,3.56
002100,天康生物,7.85,10717224393.0,10717224393.0,1.54
001306,夏厦精密,69.03,4338576918.0,1069949468.0,3.38
688523,航天环宇,62.86,25576476800.0,6066991800.0,15.22
600109,国金证券,8.98,33274176892.0,33274176892.0,0.92
601279,英利汽车,3.93,6232138921.0,6232138921.0,1.49
002041,登海种业,10.11,8896800000.0,8896800000.0,2.41
300125,*ST聆达,9.55,6358867376.0,3445738862.0,6.09
300753,爱朋医疗,26.98,3400775040.0,2371381091.0,5.13
301259,艾布鲁,39.36,6140160000.0,3615975648.0,6.94
600601,方正科技,11.81,50472903495.0,49251163719.0,10.34
601127,赛力斯,90.56,157754169388.0,141020339180.0,3.86
000723,美锦能源,4.5,19815741198.0,19777526604.0,1.6
002051,中工国际,10.13,12534952532.0,12534231073.0,1.08
300610,晨化股份,12.39,2663948872.0,2076862946.0,2.25
300288,朗玛信息,12.39,4187093971.0,3178894754.0,3.88
002353,杰瑞股份,127.29,130326608983.0,87962305303.0,5.55
003029,吉大正元,20.84,4035045531.0,3669903431.0,3.94
000685,中山公用,11.83,17450567282.0,14834372365.0,0.93
300113,顺网科技,25.93,17481069460.0,13198896405.0,6.73
600184,光电股份,22.56,13146331678.0,13146331678.0,3.85
